IRN,Funding Plan,District,County,FY21,FY22,FY23,FY24,FY25,FY27
48520,Ohio House Proposal,Meigs Local,Meigs,7980786.298,18891433.1,18187454.68,18360449.97,18314740.55,18835765.54
45492,Fair School Funding Plan,Mentor Exempted Village,Lake,18434140.97,17999581.07,17515197.15,17602764.55,17739877.53,18323326.76
45492,Ohio House Proposal,Mentor Exempted Village,Lake,18434140.97,17999581.07,17515197.15,17602764.55,17739877.53,17735259.37
48629,Fair School Funding Plan,Miami East Local,Miami,5423717.248,4661149.969,4572375.201,4177156.018,3780071.62,4001350.889
48629,Ohio House Proposal,Miami East Local,Miami,5423717.248,4661149.969,4572375.201,4177156.018,3780071.62,3773807.334
46920,Fair School Funding Plan,Miami Trace Local,Fayette,14184345.17,13411565.92,12889381.2,12462154.26,12457655.55,16480750.51
46920,Ohio House Proposal,Miami Trace Local,Fayette,14184345.17,13411565.92,12889381.2,12462154.26,12457655.55,12342972.64
44396,Fair School Funding Plan,Miamisburg City,Montgomery,17021553.02,16064724.4,15246579.02,16640404.36,15507689.46,16883754.99
44396,Ohio House Proposal,Miamisburg City,Montgomery,17021553.02,16064724.4,15246579.02,16640404.36,15507689.46,15444638.74
48959,Fair School Funding Plan,Middle Bass Local,Ottawa,7490636.887,0,0,0,0,34867882.71
48959,Ohio House Proposal,Middle Bass Local,Ottawa,7490636.887,0,0,0,0,4148451.543
44404,Fair School Funding Plan,Middletown City,Butler,35414367.08,35917734.12,41299521.5,47002895.81,49816827.62,49396430.44
44404,Ohio House Proposal,Middletown City,Butler,35414367.08,35917734.12,41299521.5,47002895.81,49816827.62,49021572.62
48173,Fair School Funding Plan,Midview Local,Lorain,7126770.013,13201212.16,12582927.23,12314456.43,12113302,13202044.38
48173,Ohio House Proposal,Midview Local,Lorain,7126770.013,13201212.16,12582927.23,12314456.43,12113302,12163321.71
45500,Fair School Funding Plan,Milford Exempted Village,Clermont,27397144.62,25978753.94,24962360.88,24257458.8,24155673.02,26937510.74
45500,Ohio House Proposal,Milford Exempted Village,Clermont,27397144.62,25978753.94,24962360.88,24257458.8,24155673.02,24264419.24
50633,Fair School Funding Plan,Millcreek-West Unity Local,Williams,4181406.862,4531779.94,4608517.637,5168173.232,5276209.71,7768509.473
50633,Ohio House Proposal,Millcreek-West Unity Local,Williams,4181406.862,4531779.94,4608517.637,5168173.232,5276209.71,5752025.036
49361,Fair School Funding Plan,Miller City-New Cleveland Local,Putnam,4645639.068,4246305.261,4382761.917,5177338.556,5336324.38,8090683.708
49361,Ohio House Proposal,Miller City-New Cleveland Local,Putnam,4645639.068,4246305.261,4382761.917,5177338.556,5336324.38,5301486.235
45518,Fair School Funding Plan,Milton-Union Exempted Village,Miami,6742334.927,6318809.804,5836019.259,6138554.341,5307471.93,10018516.47
45518,Ohio House Proposal,Milton-Union Exempted Village,Miami,6742334.927,6318809.804,5836019.259,6138554.341,5307471.93,5337245.667
49890,Fair School Funding Plan,Minerva Local,Stark,11643677.74,13007411.11,12498584.85,12229213.99,12704864.04,17655518.43
49890,Ohio House Proposal,Minerva Local,Stark,11643677.74,13007411.11,12498584.85,12229213.99,12704864.04,13045253.02
49627,Fair School Funding Plan,Minford Local,Scioto,4857549.464,11752762.35,11239409.49,10789844.32,11145880.97,13095571.59
49627,Ohio House Proposal,Minford Local,Scioto,4857549.464,11752762.35,11239409.49,10789844.32,11145880.97,11441645.8
45948,Fair School Funding Plan,Minster Local,Auglaize,3605749.722,3552718.536,3582992.602,4040754.691,4243456.87,7310047.855
45948,Ohio House Proposal,Minster Local,Auglaize,3605749.722,3552718.536,3582992.602,4040754.691,4243456.87,4755539.826
46672,Fair School Funding Plan,Mississinawa Valley Local,Darke,5397728.847,5304005.875,5391791.073,5791998.595,6278102.99,9515928.894
46672,Ohio House Proposal,Mississinawa Valley Local,Darke,5397728.847,5304005.875,5391791.073,5791998.595,6278102.99,6744161.305
50039,Fair School Funding Plan,Mogadore Local,Summit,11718692.58,5794610.209,5942173.299,6380194.176,6226186.43,6314511.243
50039,Ohio House Proposal,Mogadore Local,Summit,11718692.58,5794610.209,5942173.299,6380194.176,6226186.43,6148010.069
50740,Fair School Funding Plan,Mohawk Local,Wyandot,6632155.867,5110443.209,4974779.744,4844403.108,4789841.22,15228799.29
50740,Ohio House Proposal,Mohawk Local,Wyandot,6632155.867,5110443.209,4974779.744,4844403.108,4789841.22,6462747.986
139303,Fair School Funding Plan,Monroe Local,Butler,4184494.02,9510283.723,10319357.64,12652525.6,13755831.03,15219864.78
139303,Ohio House Proposal,Monroe Local,Butler,4184494.02,9510283.723,10319357.64,12652525.6,13755831.03,13650784.64
47712,Fair School Funding Plan,Monroeville Local,Huron,12792234.17,3716769.243,3435485.236,3681341.524,4122480.77,8552450.84
47712,Ohio House Proposal,Monroeville Local,Huron,12792234.17,3716769.243,3435485.236,3681341.524,4122480.77,4617232.424
45526,Fair School Funding Plan,Montpelier Exempted Village,Williams,8427772.588,7752462.588,7488024.732,7848255.377,7930184.31,8928405.613
45526,Ohio House Proposal,Montpelier Exempted Village,Williams,8427772.588,7752462.588,7488024.732,7848255.377,7930184.31,7857562.757
48777,Ohio House Proposal,Morgan Local,Morgan,36334095.25,15456290.04,15298613.11,14842109.81,14577475.91,15743262
48777,Fair School Funding Plan,Morgan Local,Morgan,36334095.25,15456290.04,15298613.11,14842109.81,14577475.91,14491178.35
45534,Fair School Funding Plan,Mount Gilead Exempted Village,Morrow,7434944.993,7268837.347,6971355.778,7084566.541,6590746.9,16060662.89
45534,Ohio House Proposal,Mount Gilead Exempted Village,Morrow,7434944.993,7268837.347,6971355.778,7084566.541,6590746.9,6595545.378
44420,Fair School Funding Plan,Mount Vernon City,Knox,17203508.92,18793149.77,15367769.29,16032410.56,15865556.85,20199428.17
44420,Ohio House Proposal,Mount Vernon City,Knox,17203508.92,18793149.77,15367769.29,16032410.56,15865556.85,15737726.58
44412,Ohio House Proposal,Mt Healthy City,Hamilton,27695942.08,27459021.71,27262254.55,28055047.52,25623743.93,25230666.02
44412,Fair School Funding Plan,Mt Healthy City,Hamilton,27695942.08,27459021.71,27262254.55,28055047.52,25623743.93,25151706.89
44438,Fair School Funding Plan,Napoleon Area City,Henry,8289859.458,7786439.435,7235036.71,7119574.311,7732255.72,10277897.31
44438,Ohio House Proposal,Napoleon Area City,Henry,8289859.458,7786439.435,7235036.71,7119574.311,7732255.72,7649626.628
49270,Fair School Funding Plan,National Trail Local,Preble,5557155.651,6463709.607,5754571.692,6502785.206,6568213.5,11990776.47
49270,Ohio House Proposal,National Trail Local,Preble,5557155.651,6463709.607,5754571.692,6502785.206,6568213.5,6975333.273
44446,Fair School Funding Plan,Nelsonville-York City,Athens,13109883.35,12135089.17,11701527.06,11810649.14,11524177.16,15269883.18
44446,Ohio House Proposal,Nelsonville-York City,Athens,13109883.35,12135089.17,11701527.06,11810649.14,11524177.16,12511331.56
46995,Fair School Funding Plan,New Albany-Plain Local,Franklin,3532886.435,3549072.372,3407878.369,4935312.874,5575173.87,6797135.87
46995,Ohio House Proposal,New Albany-Plain Local,Franklin,3532886.435,3549072.372,3407878.369,4935312.874,5575173.87,6040413.832
44461,Fair School Funding Plan,New Boston Local,Scioto,4247548.156,4139348.441,4239171.028,4255825.331,4520211.3,7218834.147
44461,Ohio House Proposal,New Boston Local,Scioto,4247548.156,4139348.441,4239171.028,4255825.331,4520211.3,4945900.642
45955,Fair School Funding Plan,New Bremen Local,Auglaize,3676614.494,3744802.269,4059667.211,4725157.306,4933337.89,6171356.375
45955,Ohio House Proposal,New Bremen Local,Auglaize,3676614.494,3744802.269,4059667.211,4725157.306,4933337.89,5083863.01
45963,Fair School Funding Plan,New Knoxville Local,Auglaize,2812586.656,2735765.391,2738282.804,3068255.508,3223731.17,7471823.024
45963,Ohio House Proposal,New Knoxville Local,Auglaize,2812586.656,2735765.391,2738282.804,3068255.508,3223731.17,3667865.163
48710,Fair School Funding Plan,New Lebanon Local School District,Montgomery,33277002.53,8565730.401,8030529.443,8548300.006,8703700.53,15051499.1
48710,Ohio House Proposal,New Lebanon Local School District,Montgomery,33277002.53,8565730.401,8030529.443,8548300.006,8703700.53,8722281.291
44479,Fair School Funding Plan,New Lexington School District,Perry,17623768.3,16573575.51,15806786.47,15491408.05,14671558.38,18200087.52
44479,Ohio House Proposal,New Lexington School District,Perry,17623768.3,16573575.51,15806786.47,15491408.05,14671558.38,14943069.9
47720,Fair School Funding Plan,New London Local,Huron,3706495.391,7645484,7359987.284,7675194.394,8029922.39,12123163.77
47720,Ohio House Proposal,New London Local,Huron,3706495.391,7645484,7359987.284,7675194.394,8029922.39,8642594.677
46136,Fair School Funding Plan,New Miami Local,Butler,7649066.321,7387057.437,7376854.57,7706389.335,8136871.65,16413481.09
46136,Ohio House Proposal,New Miami Local,Butler,7649066.321,7387057.437,7376854.57,7706389.335,8136871.65,8395470.856
44487,Fair School Funding Plan,New Philadelphia City,Tuscarawas,13821491.43,13247147.5,13209947.4,14353074.1,15804177.22,17616481.24
44487,Ohio House Proposal,New Philadelphia City,Tuscarawas,13821491.43,13247147.5,13209947.4,14353074.1,15804177.22,15600425.75
45559,Fair School Funding Plan,New Richmond Exempted Village,Clermont,6258925.865,6487582.11,5880659.819,6217087.853,5849099.75,7081235.984
45559,Ohio House Proposal,New Richmond Exempted Village,Clermont,6258925.865,6487582.11,5880659.819,6217087.853,5849099.75,5798240.719
49718,Fair School Funding Plan,New Riegel Local,Seneca,3828679.304,3365025.429,3219887.425,3467096.704,3371212.57,24299052.8
49718,Ohio House Proposal,New Riegel Local,Seneca,3828679.304,3365025.429,3219887.425,3467096.704,3371212.57,3581860.661
44453,Fair School Funding Plan,Newark City,Licking,39231398.44,37201726.1,36821808.29,37877659.11,39622629.18,43799513.66
44453,Ohio House Proposal,Newark City,Licking,39231398.44,37201726.1,36821808.29,37877659.11,39622629.18,39481792.9
45542,Fair School Funding Plan,Newcomerstown Exempted Village,Tuscarawas,8740394.796,8040962.817,7676327.549,8125088.874,8446406.65,11356506.34
45542,Ohio House Proposal,Newcomerstown Exempted Village,Tuscarawas,8740394.796,8040962.817,7676327.549,8125088.874,8446406.65,8477685.878
45567,Fair School Funding Plan,Newton Falls Exempted Village,Trumbull,6976535.421,6512137.713,6556442.791,6662589.874,6989191.02,9326085.822
45567,Ohio House Proposal,Newton Falls Exempted Village,Trumbull,6976535.421,6512137.713,6556442.791,6662589.874,6989191.02,7481220.506
48637,Fair School Funding Plan,Newton Local,Miami,5140466.08,4137459.36,4253201.336,4538325.541,4934547.44,11471117.16
48637,Ohio House Proposal,Newton Local,Miami,5140466.08,4137459.36,4253201.336,4538325.541,4934547.44,5053289.354
44495,Fair School Funding Plan,Niles City,Trumbull,16954212.15,15597604.25,14677516.05,15023623.15,14869933.62,14827064.29
44495,Ohio House Proposal,Niles City,Trumbull,16954212.15,15597604.25,14677516.05,15023623.15,14869933.62,14640791.19
48900,Fair School Funding Plan,Noble Local,Noble,4900338.796,5678475.946,5300559.332,4807952.284,4394500.22,5656084.126
48900,Ohio House Proposal,Noble Local,Noble,4900338.796,5678475.946,5300559.332,4807952.284,4394500.22,4544158.299
50047,Fair School Funding Plan,Nordonia Hills City,Summit,5698895.555,3911673.469,3966420.269,4163784.352,4009478.58,7189084.752
50047,Ohio House Proposal,Nordonia Hills City,Summit,5698895.555,3911673.469,3966420.269,4163784.352,4009478.58,4455737.112
50708,Fair School Funding Plan,North Baltimore Local,Wood,5878626.022,4140137.522,3956528.833,4278587.625,4487685.2,5309842.233
50708,Ohio House Proposal,North Baltimore Local,Wood,5878626.022,4140137.522,3956528.833,4278587.625,4487685.2,4604423.251
48967,Fair School Funding Plan,North Bass Local,Ottawa,0,21487.33518,20641.09947,20004.27165,19672.64,1508036.424
48967,Ohio House Proposal,North Bass Local,Ottawa,0,21487.33518,20641.09947,20004.27165,19672.64,45007.94906
44503,Fair School Funding Plan,North Canton City,Stark,17718208.41,16791555.65,16156350.22,16088368.87,15815339.88,23792157.32
44503,Ohio House Proposal,North Canton City,Stark,17718208.41,16791555.65,16156350.22,16088368.87,15815339.88,16126771.18
50641,Ohio House Proposal,North Central Local,Williams,4675298.722,3802528.631,3731524.812,4271258.035,3832238.9,3832969.286
50641,Fair School Funding Plan,North Central Local,Williams,4675298.722,3802528.631,3731524.812,4271258.035,3832238.9,3761641.929
44511,Fair School Funding Plan,North College Hill City,Hamilton,12280951.47,12450517.9,12622035.15,13658717.87,13905272.4,16937412.9
44511,Ohio House Proposal,North College Hill City,Hamilton,12280951.47,12450517.9,12622035.15,13658717.87,13905272.4,13812383.19
48025,Fair School Funding Plan,North Fork Local,Licking,13312502.71,7567223.395,7425159.404,6756289.134,6303265.15,6726269.255
48025,Ohio House Proposal,North Fork Local,Licking,13312502.71,7567223.395,7425159.404,6756289.134,6303265.15,6391457.86
44529,Fair School Funding Plan,North Olmsted City,Cuyahoga,9007978.387,9426603.095,8802694.085,9110573.021,10758623.12,12348571.14
44529,Ohio House Proposal,North Olmsted City,Cuyahoga,9007978.387,9426603.095,8802694.085,9110573.021,10758623.12,10930870.96
44537,Ohio House Proposal,North Ridgeville City,Lorain,12534798.7,11767014.05,11379853.33,11015488.01,10854205.59,10718721.96
44537,Fair School Funding Plan,North Ridgeville City,Lorain,12534798.7,11767014.05,11379853.33,11015488.01,10854205.59,10654250.93
44545,Fair School Funding Plan,North Royalton City,Cuyahoga,5335918.969,5634845.95,5878450.133,6011034.909,6212289.77,6259569.703
44545,Ohio House Proposal,North Royalton City,Cuyahoga,5335918.969,5634845.95,5878450.133,6011034.909,6212289.77,6142795.278
50336,Fair School Funding Plan,North Union Local School District,Union,3318841.091,9579589.878,9115463.615,8816571.207,8775662.48,13464528.66
50336,Ohio House Proposal,North Union Local School District,Union,3318841.091,9579589.878,9115463.615,8816571.207,8775662.48,8754238.481
46250,Fair School Funding Plan,Northeastern Local,Clark,14134485.07,13475534.47,13043531.7,11358370.19,11349720.91,14223107.4
46722,Fair School Funding Plan,Northeastern Local,Defiance,3028765.449,2859234.602,2483040.347,2538857.272,2520762.09,11797633.88
46250,Ohio House Proposal,Northeastern Local,Clark,14134485.07,13475534.47,13043531.7,11358370.19,11349720.91,11247045.91
46722,Ohio House Proposal,Northeastern Local,Defiance,3028765.449,2859234.602,2483040.347,2538857.272,2520762.09,2695397.954
49056,Fair School Funding Plan,Northern Local,Perry,4670955.674,11734702.64,11597997.19,11475126.74,11954215.62,11856262.1
49056,Ohio House Proposal,Northern Local,Perry,4670955.674,11734702.64,11597997.19,11475126.74,11954215.62,11781413.82
48728,Fair School Funding Plan,Northmont City,Montgomery,9309614.087,22912135.38,21978242.29,22759442.96,22996957.51,23003166.41
48728,Ohio House Proposal,Northmont City,Montgomery,9309614.087,22912135.38,21978242.29,22759442.96,22996957.51,22627403.57
48819,Fair School Funding Plan,Northmor Local,Morrow,11764334.85,5386226.358,5201441.168,5423670.446,4868296.74,14752364.35
48819,Ohio House Proposal,Northmor Local,Morrow,11764334.85,5386226.358,5201441.168,5423670.446,4868296.74,6805177.919
48736,Fair School Funding Plan,Northridge Local,Montgomery,24955589.64,11848648.67,10603187.76,13574273.14,13586986.34,15034665.83
48736,Ohio House Proposal,Northridge Local,Montgomery,24955589.64,11848648.67,10603187.76,13574273.14,13586986.34,13389362.22
48033,Fair School Funding Plan,Northridge Local,Licking,8336045.137,4976856.045,4851802.758,4578659.387,4768547.61,6461558.696
48033,Ohio House Proposal,Northridge Local,Licking,8336045.137,4976856.045,4851802.758,4578659.387,4768547.61,5050121.968
47365,Fair School Funding Plan,Northwest Local,Hamilton,19486212.59,29322093.95,28763254.67,31425596.16,28854207.54,28597728.96
47365,Ohio House Proposal,Northwest Local,Hamilton,19486212.59,29322093.95,28763254.67,31425596.16,28854207.54,28402678.58
49635,Fair School Funding Plan,Northwest Local,Scioto,12665348.49,15338397.17,14824162.5,14256229.82,14011866.08,17083103.32
49635,Ohio House Proposal,Northwest Local,Scioto,12665348.49,15338397.17,14824162.5,14256229.82,14011866.08,13826346.81
49908,Fair School Funding Plan,Northwest Local,Stark,13975781.06,9554069.669,9156584.075,8939826.122,8838685.11,10995071.07
49908,Ohio House Proposal,Northwest Local,Stark,13975781.06,9554069.669,9156584.075,8939826.122,8838685.11,8733563.137
50575,Fair School Funding Plan,Northwestern Local,Wayne,8378638.945,9135651.29,8814604.92,9081831.564,8891691.75,13195799.34
46268,Fair School Funding Plan,Northwestern Local,Clark,8613577.816,8151027.335,7925260.616,6172762.373,6231524.74,9944054.752
50575,Ohio House Proposal,Northwestern Local,Wayne,8378638.945,9135651.29,8814604.92,9081831.564,8891691.75,8825892.969
46268,Ohio House Proposal,Northwestern Local,Clark,8613577.816,8151027.335,7925260.616,6172762.373,6231524.74,6780521.658
50716,Fair School Funding Plan,Northwood Local Schools,Wood,4349409.896,4129446.927,4147500.458,4862595.512,4883447.23,12587021.12
50716,Ohio House Proposal,Northwood Local Schools,Wood,4349409.896,4129446.927,4147500.458,4862595.512,4883447.23,5163444.791
44552,Fair School Funding Plan,Norton City,Summit,11882215.14,12836679.84,11400562.99,11606659.16,12137599.49,14990249.56
44552,Ohio House Proposal,Norton City,Summit,11882215.14,12836679.84,11400562.99,11606659.16,12137599.49,11974210.36
44560,Ohio House Proposal,Norwalk City,Huron,16228298.86,15077309.06,14634276.64,15529215.53,16507916.41,16281262.28
44560,Fair School Funding Plan,Norwalk City,Huron,16228298.86,15077309.06,14634276.64,15529215.53,16507916.41,16203809.87
50567,Ohio House Proposal,Norwayne Local,Wayne,7329949.473,7879161.096,7724334.224,8528677.462,8335844.14,8231232.701
50567,Fair School Funding Plan,Norwayne Local,Wayne,7329949.473,7879161.096,7724334.224,8528677.462,8335844.14,8182282.381
44578,Ohio House Proposal,Norwood City,Hamilton,7913439.7,7502516.027,7256450.315,7062657.065,7049395.43,7263028.849
44578,Fair School Funding Plan,Norwood City,Hamilton,7913439.7,7502516.027,7256450.315,7062657.065,7049395.43,7140182.382
47761,Ohio House Proposal,Oak Hill Union Local,Jackson,7281691.891,11440397.57,11059468,11083508.6,10547453.71,10447339.28
47761,Fair School Funding Plan,Oak Hill Union Local,Jackson,7281691.891,11440397.57,11059468,11083508.6,10547453.71,10353149.99
47373,Fair School Funding Plan,Oak Hills Local,Hamilton,30595157.42,28722249.99,27602221.76,26940866.11,26338922.01,25907816.61
47373,Ohio House Proposal,Oak Hills Local,Hamilton,30595157.42,28722249.99,27602221.76,26940866.11,26338922.01,25888803.44
44586,Fair School Funding Plan,Oakwood City,Montgomery,6885343.733,6805739.238,6426354.647,6144346.667,5950005.09,18420330.79
44586,Ohio House Proposal,Oakwood City,Montgomery,6885343.733,6805739.238,6426354.647,6144346.667,5950005.09,6388107.675
44594,Fair School Funding Plan,Oberlin City Schools,Lorain,3733946.189,3378652.153,3308622.484,3113394.413,3108743.45,6172014.582
44594,Ohio House Proposal,Oberlin City Schools,Lorain,3733946.189,3378652.153,3308622.484,3113394.413,3108743.45,3644518.602
49726,Fair School Funding Plan,Old Fort Local,Seneca,3323986.02,4475753.722,4856879.242,5561328.273,5714316.8,18760838
49726,Ohio House Proposal,Old Fort Local,Seneca,3323986.02,4475753.722,4856879.242,5561328.273,5714316.8,13350840.64
46763,Fair School Funding Plan,Olentangy Local,Delaware,14616908.33,18721089.71,24441471.48,38624840.89,37524944.76,37020187.88
46763,Ohio House Proposal,Olentangy Local,Delaware,14616908.33,18721089.71,24441471.48,38624840.89,37524944.76,36987664.27
46573,Fair School Funding Plan,Olmsted Falls City,Cuyahoga,15546426.02,14569011.15,14140795.22,13897562.18,13518743.13,19076360.73
46573,Ohio House Proposal,Olmsted Falls City,Cuyahoga,15546426.02,14569011.15,14140795.22,13897562.18,13518743.13,14121916.72
49478,Fair School Funding Plan,Ontario Local,Richland,6339581.279,5762413.405,6078735.048,6766722.184,7287904.13,9012869.253
49478,Ohio House Proposal,Ontario Local,Richland,6339581.279,5762413.405,6078735.048,6766722.184,7287904.13,7791942.119
46581,Fair School Funding Plan,Orange City,Cuyahoga,1155667.722,1433293.687,1619120.744,2254676.776,2665080.69,12100488.62
46581,Ohio House Proposal,Orange City,Cuyahoga,1155667.722,1433293.687,1619120.744,2254676.776,2665080.69,3134177.713
44602,Fair School Funding Plan,Oregon City,Lucas,15546431.43,15962010.3,14848498.62,16116219.72,16517885.05,18592485.81
44602,Ohio House Proposal,Oregon City,Lucas,15546431.43,15962010.3,14848498.62,16116219.72,16517885.05,16282004.98
44610,Fair School Funding Plan,Orrville City,Wayne,7432831.34,7342939.231,7273153.711,7687800.245,7272552.05,10727900.17
44610,Ohio House Proposal,Orrville City,Wayne,7432831.34,7342939.231,7273153.711,7687800.245,7272552.05,7743509.994
49916,Fair School Funding Plan,Osnaburg Local,Stark,10230394.92,6475840.928,6464855.288,6945373.706,7747328.98,9614869.998
49916,Ohio House Proposal,Osnaburg Local,Stark,10230394.92,6475840.928,6464855.288,6945373.706,7747328.98,7676054.893
50724,Fair School Funding Plan,Otsego Local,Wood,3872180.612,6334035.323,6028158.351,6070750.323,5915083.94,7207943.184
50724,Ohio House Proposal,Otsego Local,Wood,3872180.612,6334035.323,6028158.351,6070750.323,5915083.94,5856314.013
48215,Fair School Funding Plan,Ottawa Hills Local,Lucas,7463938.126,2703628.212,2613729.153,2671066.045,2690550.01,5589907.885
48215,Ohio House Proposal,Ottawa Hills Local,Lucas,7463938.126,2703628.212,2613729.153,2671066.045,2690550.01,2710863.621
49379,Fair School Funding Plan,Ottawa-Glandorf Local,Putnam,3885778.503,5634149.896,5616758.79,6072778.141,5771552.48,7263733.671
49379,Ohio House Proposal,Ottawa-Glandorf Local,Putnam,3885778.503,5634149.896,5616758.79,6072778.141,5771552.48,5779937.948
49387,Fair School Funding Plan,Ottoville Local,Putnam,6084803.808,3093738.101,3174180.125,3645527.081,3686683.42,21498848.74
49387,Ohio House Proposal,Ottoville Local,Putnam,6084803.808,3093738.101,3174180.125,3645527.081,3686683.42,3742377.005
44628,Fair School Funding Plan,Painesville City Local,Lake,31179058.58,29065467.86,29778633.73,30377319.23,30795304.04,32402470.61
44628,Ohio House Proposal,Painesville City Local,Lake,31179058.58,29065467.86,29778633.73,30377319.23,30795304.04,30396089.55
49510,Fair School Funding Plan,Paint Valley Local,Ross,15412404.95,7493511.181,7071924.899,6588254.479,6513645.53,7931459.12
49510,Ohio House Proposal,Paint Valley Local,Ross,15412404.95,7493511.181,7071924.899,6588254.479,6513645.53,6426276.773
49395,Fair School Funding Plan,Pandora-Gilboa Local,Putnam,3006265.494,3208018.946,3502802.818,3916472.902,3871681.28,5240553.693
49395,Ohio House Proposal,Pandora-Gilboa Local,Putnam,3006265.494,3208018.946,3502802.818,3916472.902,3871681.28,3845649.686
48579,Fair School Funding Plan,Parkway Local,Mercer,5620121.758,6635814.439,6555841.604,6963004.5,6732495.6,16180105.93
48579,Ohio House Proposal,Parkway Local,Mercer,5620121.758,6635814.439,6555841.604,6963004.5,6732495.6,7033476.17
44636,Fair School Funding Plan,Parma City,Cuyahoga,21899748.7,21581304.15,20840498.94,23474427.98,26617138.41,26381029.93
44636,Ohio House Proposal,Parma City,Cuyahoga,21899748.7,21581304.15,20840498.94,23474427.98,26617138.41,26167770.3
47597,Fair School Funding Plan,Patrick Henry Local,Henry,7023307.472,4865407.096,4348492.417,4114652.481,4119925.18,7828563.867
47597,Ohio House Proposal,Patrick Henry Local,Henry,7023307.472,4865407.096,4348492.417,4114652.481,4119925.18,4184615.022
45575,Fair School Funding Plan,Paulding Exempted Village,Paulding,8712230.181,7962986.578,8124399.06,8573471.825,7963424.86,8084939.002
45575,Ohio House Proposal,Paulding Exempted Village,Paulding,8712230.181,7962986.578,8124399.06,8573471.825,7963424.86,7901669.529
46813,Fair School Funding Plan,Perkins Local,Erie,4815045.149,4948561.634,4584893.286,4484324.55,4551272.33,8393518.183
46813,Ohio House Proposal,Perkins Local,Erie,4815045.149,4948561.634,4584893.286,4484324.55,4551272.33,5375185.036
49924,Fair School Funding Plan,Perry Local,Stark,6631697.044,22889625.47,21658692.86,22725378.47,22292340.92,27274934.02
49924,Ohio House Proposal,Perry Local,Stark,6631697.044,22889625.47,21658692.86,22725378.47,22292340.92,23709021.61
45781,Fair School Funding Plan,Perry Local,Allen,3513523.562,3736185.464,3803194.743,4460989.226,5074978.62,13022771.52
47902,Fair School Funding Plan,Perry Local,Lake,7914776.718,4033415.163,3907678.872,4351426.674,4325400.72,6681639.42
45781,Ohio House Proposal,Perry Local,Allen,3513523.562,3736185.464,3803194.743,4460989.226,5074978.62,5176695.497
47902,Ohio House Proposal,Perry Local,Lake,7914776.718,4033415.163,3907678.872,4351426.674,4325400.72,4314414.537
45583,Fair School Funding Plan,Perrysburg Exempted Village,Wood,10948098.29,9787736.117,8838769.067,9858906.78,9495218.56,11013193.41
45583,Ohio House Proposal,Perrysburg Exempted Village,Wood,10948098.29,9787736.117,8838769.067,9858906.78,9495218.56,9489126.481
47076,Fair School Funding Plan,Pettisville Local,Fulton,3863131.438,3976914.605,4077287.508,4287621.316,4192093.76,44670886.67
47076,Ohio House Proposal,Pettisville Local,Fulton,3863131.438,3976914.605,4077287.508,4287621.316,4192093.76,12121115.58
46896,Fair School Funding Plan,Pickerington Local,Fairfield,62864531.81,60557960.47,59512620.29,63830469.28,72203325.27,73479836.49
46896,Ohio House Proposal,Pickerington Local,Fairfield,62864531.81,60557960.47,59512620.29,63830469.28,72203325.27,70926224.64
47084,Fair School Funding Plan,Pike-Delta-York Local,Fulton,6950510.095,6716582.707,6511189.335,6814996.66,6625156.53,18882493.55
47084,Ohio House Proposal,Pike-Delta-York Local,Fulton,6950510.095,6716582.707,6511189.335,6814996.66,6625156.53,7487743.594
44644,Fair School Funding Plan,Piqua City,Miami,16854141.62,15812148.91,16616998.18,17208096.96,17820901.92,27666348.11
44644,Ohio House Proposal,Piqua City,Miami,16854141.62,15812148.91,16616998.18,17208096.96,17820901.92,17772084.64
49932,Fair School Funding Plan,Plain Local,Stark,23809469.97,25228157.36,24056509.81,25464906.74,25359640.73,27787126.21
49932,Ohio House Proposal,Plain Local,Stark,23809469.97,25228157.36,24056509.81,25464906.74,25359640.73,25201166.45
48421,Fair School Funding Plan,Pleasant Local,Marion,7662130.49,5360143.196,5334074.825,5582136.442,5251258.96,7688058.593
48421,Ohio House Proposal,Pleasant Local,Marion,7662130.49,5360143.196,5334074.825,5582136.442,5251258.96,5349494.81
49460,Fair School Funding Plan,Plymouth-Shiloh Local,Richland,18626579.08,6056525.838,5892138.749,6270943.22,6248766.1,6367600.554
49460,Ohio House Proposal,Plymouth-Shiloh Local,Richland,18626579.08,6056525.838,5892138.749,6270943.22,6248766.1,6215611.032
48348,Fair School Funding Plan,Poland Local,Mahoning,3890650.141,4290407.783,4167169.248,4087625.08,3983646.11,4865340.374
48348,Ohio House Proposal,Poland Local,Mahoning,3890650.141,4290407.783,4167169.248,4087625.08,3983646.11,4143371.003
44651,Fair School Funding Plan,Port Clinton City,Ottawa,3385361.047,3452662.954,3269968.865,3088034.709,3122723.89,9337219.735
44651,Ohio House Proposal,Port Clinton City,Ottawa,3385361.047,3452662.954,3269968.865,3088034.709,3122723.89,3138737.34
44669,Fair School Funding Plan,Portsmouth City,Scioto,16845134.65,15673223.36,15147926.42,14725129.44,14390270.44,17414820.15
44669,Ohio House Proposal,Portsmouth City,Scioto,16845134.65,15673223.36,15147926.42,14725129.44,14390270.44,14182892.66
49288,Fair School Funding Plan,Preble Shawnee Local,Preble,6827644.643,8963212.767,8757359.031,9258948.049,9005766.25,16709547.24
49288,Ohio House Proposal,Preble Shawnee Local,Preble,6827644.643,8963212.767,8757359.031,9258948.049,9005766.25,9947384.765
